-MWvOk5Ge6eV0ayub45k
(0.679081575759315,0.02649395788647388,0)
(0.6796998106983837,0.04024171913544372,0.022299480471309904)
(0.680697058997562,0.058941990597328436,0.05545606870202992)
(0.6792343559068756,0.07491424966752794,0.09615265089578932)
(0.6723293005393056,0.09354630546882642,0.13866970135022766)
(0.6629600932709118,0.11096450103204455,0.18037031371320547)
(0.6503567906400232,0.11834229257573803,0.22337634063334313)
(0.6327997710842431,0.12031292920103845,0.2585300274292186)
(0.6144429370550101,0.11952641588436598,0.28434634004222326)
(0.5973168481988441,0.11224883211415657,0.303584175307687)
(0.5729342238047807,0.11447123635212753,0.3126994002318543)
(0.5488365196995691,0.11346847192946805,0.317870339291039)
(0.5370724210767482,0.10001590964108363,0.3236656730056448)
(0.5112451849155673,0.06869013331361504,0.3302181869637288)
(0.48040258557808924,0.02531711967433417,0.32722951420181035)
(0.45384221007230685,-0.009479224702190002,0.3010778910355205)
(0.4451582142440363,-0.04131215118111117,0.251629838608979)
(0.4421200351420593,-0.07159653341713051,0.18567813137226435)
(0.4493072146557408,-0.10268022058083415,0.11507758651581627)
(0.46574806954183534,-0.1298906262978761,0.05359558546475242)
(0.4836113345307263,-0.15141306658307108,0.004467006168378404)
(0.512775944662409,-0.1699084696152759,-0.02476642557560156)
(0.5446276677638089,-0.1761163622545084,-0.04189206196446001)
(0.5877027964559816,-0.15879678451669552,-0.05064822309801317)
(0.6185769744864807,-0.14059667910513585,-0.06009731706687779)
(0.6488034157821614,-0.12122206793660956,-0.0509960817573937)
(0.6729635353665966,-0.10191864089288233,-0.02509820974913521)
(0.6892941710928941,-0.0751647382527243,0.00914928805914235)
(0.7001984961055454,-0.047261906398025536,0.04263574522619887)
(0.7091395353647847,-0.033101836799379634,0.05670673768096411)
(0.7077644849640669,-0.015016633413820944,0.0803636758012885)
-MWvOmUiFwJKVzoA0Au-
(0.6669129499841331,0.05300218695566697,3.469446951953614e-18)
(0.6672118352089919,0.056711046246236144,0.014267997366167632)
(0.6701261763528422,0.05915233227185979,0.028569184667455616)
(0.6697508202708841,0.06833246535329673,0.048235155741502764)
(0.6666025485535249,0.08314399066780488,0.07688164559727645)
(0.6620859492941774,0.09978810067797161,0.1156786496110715)
(0.6562288126452797,0.11718172161157861,0.15788210072343362)
(0.643858446479137,0.1332052742937656,0.1952864685673511)
(0.6315767814774378,0.135069576261616,0.2279338670160186)
(0.6158011196352445,0.13039490663897407,0.2526856939257805)
(0.5946432281321539,0.1318109115813886,0.2677461152406093)
(0.577400769517277,0.12451511560084645,0.2752425720187683)
(0.5545233739518585,0.1127911820661756,0.2835064903758422)
(0.5373943972188522,0.08874097468465587,0.2919107449088037)
(0.5170947884194849,0.05868909679320838,0.3016198471254107)
(0.49197262088527827,0.02316589554851212,0.3027510740708119)
(0.46573043086926136,-0.015268977991633122,0.28629402035835333)
(0.444065564076839,-0.04863590103784805,0.24482676931732095)
(0.43173700946924043,-0.07257501040693518,0.17620865444175463)
(0.4394502236427683,-0.09700138096792307,0.09641135940852098)
(0.46311165452560316,-0.11843674195885681,0.023550002653441503)
(0.4983973222748518,-0.13841439763739613,-0.03688685847128242)
(0.5406187663489792,-0.1494394364302551,-0.08346766899447695)
(0.5741959624482531,-0.14757765065567877,-0.11617598766070081)
(0.615815046940134,-0.13946707154756888,-0.12689821124146194)
(0.6533782646253322,-0.12116872288844609,-0.11669899081666503)
(0.6817676803422714,-0.10133226565684497,-0.09301456834504199)
(0.7028153788752467,-0.07228518618811856,-0.05614060235839029)
(0.7118280434762567,-0.04240604903069106,-0.011190190011786727)
(0.7150619560127482,-0.011207022029334065,0.03789055443955492)
(0.7225834944797392,0.025596847100412667,0.07578166316356294)
(0.7182983146516223,0.05006563218959441,0.1134202662572972)
-MWvOsLmfpQ05WnmOQAt
(0.6859830854161917,0.042768193867702975,3.0357660829594124e-18)
(0.6884746129070592,0.06053028758500691,0.01725585456389027)
(0.6960929579578045,0.07372161824661605,0.04644844182850936)
(0.6987735267971463,0.0945789925095855,0.08217962708623004)
(0.6943824411939857,0.12114446685898053,0.11946136037012577)
(0.6829354725592767,0.14201218638281626,0.15894573304472048)
(0.669059076861449,0.15726337107959748,0.19636102281787485)
(0.6515088556347868,0.1698250106584504,0.23264371878457094)
(0.6327017882461707,0.17427144157368515,0.26630341970808835)
(0.6178149933831512,0.16539740554007248,0.2945033238737956)
(0.5931859663985877,0.16044703212013584,0.31045425299666113)
(0.5647656192768539,0.16504783583842306,0.31291344638517066)
(0.5388154001806679,0.15728734999107563,0.31022572722146896)
(0.513826194920994,0.14518500815296786,0.30351197414265735)
(0.49748675921427493,0.11245774875294057,0.2848619820883978)
(0.47803228498601935,0.08519225454012552,0.2550703354803347)
(0.46314754010093917,0.06132365599960749,0.21726463416022712)
(0.457742997154651,0.025852868706705254,0.17041249885685686)
(0.44942512372777704,-0.0031285694632746794,0.11987633727934599)
(0.45329394093328845,-0.03623018327206833,0.06867536904490645)
(0.46863655887347067,-0.07333507102108806,0.01882124939641372)
(0.49485398412722253,-0.10098314818742951,-0.0274704624067725)
(0.527351555242329,-0.11698084844347288,-0.06141501790741455)
(0.5620907793978643,-0.11562481850774345,-0.07981763860591247)
(0.6009630769645803,-0.10282020422385969,-0.08229800468265774)
(0.6348908706871835,-0.0761588785695054,-0.06599478967454152)
(0.6665988776225589,-0.04398443484896921,-0.03557452890788022)
(0.6877687976978176,-0.013851884902315838,0.0035970285484506455)
(0.6981077305653433,0.014519938850807025,0.04644473597182318)
(0.6997197794810702,0.05623376980175773,0.09169159047785437)
(0.6976955871736127,0.08340396235425634,0.12619353321353438)
-MWvOtp_pt7d35WP0oAS
(0.6537389975906397,0.018504780826302483,1.3877787807814457e-17)
(0.6489368981244213,0.009257913613287927,0.0012412685966520093)
(0.6524954288388143,0.013291506332671399,0.013161496479708892)
(0.66324731078177,0.026036899862442342,0.03181372923254189)
(0.6620495623700016,0.04080711711470389,0.059811829375388675)
(0.6641511344963609,0.054908948597333904,0.09368462442646754)
(0.6558072435093858,0.07638063069243244,0.1311609293377093)
(0.6412778967778195,0.09106894459605579,0.1692734446598037)
(0.619529047034894,0.09950320595384776,0.20205005029743323)
(0.5989614219124654,0.10058980301939385,0.23277224490865578)
(0.5731773724495812,0.09891155032159768,0.2527386265523816)
(0.5481368782820246,0.09013999117666328,0.2576204361188126)
(0.5229386679615422,0.07517445717024795,0.2509979292205309)
(0.4907177084579687,0.05404472135571226,0.22532367719398505)
(0.45834293934352655,0.03797730036869707,0.18698872994673277)
(0.445124236316764,0.009814225377316306,0.1326134400352386)
(0.4426901450193654,-0.031732598875402224,0.06741813624409562)
(0.4529626431494804,-0.0736988458563978,-0.014658549045677705)
(0.4755434004490896,-0.0945473610070692,-0.09868200553967797)
(0.5115486275237879,-0.10763876740021061,-0.15163561855921137)
(0.5506708249225662,-0.09989795382028632,-0.18079059109724208)
(0.5909544046590072,-0.08345605473907268,-0.1905893155963999)
(0.6246726688470173,-0.06672572621913478,-0.18462085908049197)
(0.6548723228201928,-0.03633535469225512,-0.1602410037332337)
(0.6733234601336608,-0.00303966326000972,-0.1222020694841243)
(0.6853103474447659,0.009602419249301608,-0.07236307228658317)
(0.69485050693486,0.027804652583726885,-0.021746506156636126)
(0.6774770764137662,0.0334348540301844,0.023412788905414858)
(0.6605218808238429,0.04139751580172332,0.05819448133145297)
(0.6601602954481374,0.04967684561388776,0.07590313691317137)
-MWvOvExVE4S_wdXhcyo
(0.6665227443620982,0.04625593386553098,0)
(0.6688034068036003,0.05240975608013421,0.012846745890568015)
(0.6676894747847404,0.05801387771390541,0.04164079639517686)
(0.6657643181493788,0.06337988954522177,0.08162458285194997)
(0.6580830552134581,0.07905915553628734,0.12220405395170963)
(0.6405723775344871,0.09361601494103303,0.1587753702783436)
(0.6157253507130764,0.09937460778730968,0.192495449325115)
(0.5892207580431311,0.09880165143903248,0.22009115206599766)
(0.5651466907308486,0.08349896195612375,0.23382211254512503)
(0.5281091099689753,0.07333921619873691,0.22983148814887755)
(0.4921342178838541,0.05838971692518932,0.21288257130248878)
(0.45733009677641107,0.046285936802672206,0.1834397553202763)
(0.4370775076760826,0.03180458076223811,0.14465044150508977)
(0.4301133382988304,0.020057027955916705,0.098638986138374)
(0.4297856627632037,-0.0003932526593902197,0.04632648848672247)
(0.4348682784389772,-0.0142592426351668,-0.007354892082517064)
(0.44877922379666774,-0.027042123925852108,-0.050638064415308603)
(0.4636295175532056,-0.04189859289795984,-0.08644538143556231)
(0.4840773297554865,-0.06539495854010846,-0.10720398055729441)
(0.5082527050540502,-0.08428351052578394,-0.12006746151149032)
(0.5343530603571015,-0.08993260750931137,-0.13095078582865274)
(0.5643372135722746,-0.09108958918272562,-0.13388863189515793)
(0.592652745169933,-0.09262361012260592,-0.12850996482866645)
(0.6159981011713647,-0.08211953875244973,-0.11182069716677538)
(0.6368334997488727,-0.06254022564182503,-0.08696463789455405)
(0.6544958015583844,-0.03910418700579504,-0.06135021449930184)
(0.6686812023196385,-0.017037173755267775,-0.027918049089675954)
(0.6768934827827581,-0.003729309601972569,0.0020636274197316368)
(0.6769302376657718,0.018390319924383114,0.03470487263260508)
(0.6738210305595848,0.04104105821285675,0.06692474487200734)
(0.6649768323837679,0.04290296160695109,0.08907798405087007)
-MWvOwOmjEWYYMM3P0wd
(0.5172987456736957,0.02699648262626244,1.3877787807814457e-17)
(0.5285688974990571,0.02304510764376655,0.01255595864530537)
(0.5491289983405881,0.026068896567952513,0.01921167105876352)
(0.5666946606977764,0.019574376305237666,0.024356272696399436)
(0.5827132962664877,0.01830928874522955,0.034030539310843114)
(0.5963183691790669,0.02267935053607987,0.05467162307699103)
(0.6041715853316427,0.029388997378270762,0.0871256431549947)
(0.60374219196403,0.048538754620859055,0.1230312011484791)
(0.592420935053729,0.0735538738972534,0.1599098042108072)
(0.5718101110160423,0.09652289148217669,0.19963360611379566)
(0.5453615507420388,0.10599875730724406,0.23677289421543418)
(0.5129385911687537,0.10747151705495256,0.26577204550923383)
(0.4859887651574048,0.09722290085284199,0.2735963620566987)
(0.4516789361665675,0.0841754484702607,0.26332796767517525)
(0.4295914510831312,0.06590921990685718,0.24611954956067952)
(0.4054429429831593,0.04928831603428837,0.22112159664591402)
(0.3826478395291818,0.019667631982579217,0.18243988221224364)
(0.3666539648930993,-0.008419851927551885,0.12336988320651383)
(0.3752101718536146,-0.043991506916463065,0.056352280865451035)
(0.3994567253119731,-0.07896152686720638,-0.013070134088746521)
(0.4311089210352364,-0.08499581945039177,-0.06765512258071835)
(0.47204591536439666,-0.09243539355425222,-0.0957573752500429)
(0.5193915030219476,-0.08624525327180207,-0.10662330558811203)
(0.5693683331964812,-0.07726747356801361,-0.10291385497136445)
(0.6101010152142775,-0.06363253809742495,-0.0879219673603954)
(0.6387589519634637,-0.030910906895559618,-0.054830494656430584)
(0.6568767431353498,-0.0029247017716552207,-0.010935365261524353)
(0.6564016863929245,0.012901475230359394,0.036646226219636556)
(0.6504263811752325,0.02926484312416261,0.0749003323210806)
(0.6484564328716992,0.050510340698169565,0.09660223464204501)
(0.6395382292222481,0.05537293877952214,0.1059145480699879)
-MWvOxfT1X6ONEE92DS9
(0.6517709850066485,-0.01565468603984567,-1.3877787807814457e-17)
(0.6587568251243229,-0.025005380871055645,-0.0035868366122520784)
(0.6634335127614537,-0.03695435867286141,-0.016036625957420586)
(0.6577383781514199,-0.04597696415527698,-0.03917614763537141)
(0.6584570949298445,-0.07737523185156515,-0.06263818778265351)
(0.6498444857190494,-0.10646735278749174,-0.08307134068875893)
