x y z w
0.6846293041335509 0.036041736275865544 0.0 0.7279998294777437
0.6860821012802856 0.042882090808540385 0.006331525936615456 0.7262316107778859
0.6809496284821891 0.060089363559358955 0.026145210488473902 0.7293924792475737
0.6861213684981234 0.08259067123742614 0.0544377681377452 0.72073073526387
0.6933205480286299 0.10201847736900738 0.09083372202278606 0.7075649032006217
0.6893067873169654 0.11893508888296905 0.1349616390850853 0.7017805613904804
0.6878177903345652 0.13214492031128736 0.17381489004591846 0.692266465161046
0.6791347623909985 0.14857076162398947 0.21017099279030077 0.6874088312943718
0.6686734331721609 0.16435616946377032 0.24385315402100452 0.682933731969085
0.6542405896441134 0.17828076337967025 0.2771139732938597 0.6807297267298683
0.6399516296404331 0.18348496832541084 0.3086889493971474 0.6793425487122522
0.6206427576635102 0.18214707049225776 0.33733197248755803 0.6839826419810118
0.6004860492525015 0.171865455245027 0.3594462225881683 0.6933089206155243
0.5767079793405849 0.1626401215538346 0.3709359322471921 0.7094805236120131
0.5515936961029536 0.15213152103683647 0.36574053445154076 0.7340533400339655
0.522980483471057 0.14079114368545542 0.346391535889308 0.7659518230077962
0.5107577727303232 0.10965983610972582 0.33021116662131733 0.7861690514221475
0.5041904466783214 0.07947950904663453 0.3155226703303615 0.7999502904385405
0.4993785370127368 0.048654238159764385 0.29134328172951635 0.8144771583384746
0.49494917314629266 0.02050701559574203 0.25861050504512917 0.8292920999645943
0.49142484029097966 0.0032660701880777576 0.21129262084364736 0.8448943579703203
0.4959295031750445 -0.007324916785148267 0.1523597395714239 0.8548607450875949
0.5065192488954134 -0.017769838709703778 0.08863284333439353 0.8574770070561093
0.5157615127776645 -0.022776587148624128 0.02562111677671458 0.8560461302594673
0.5341668837396496 -0.02620006795829105 -0.02363428319522609 0.8446423854072904
0.566208571369417 -0.027188605747437755 -0.05700689517830737 0.82183866438508
0.5920878155586389 -0.013667557322940505 -0.07797226476351532 0.8019760405941279
0.6157425083075972 -0.002151474885375926 -0.08261923037933544 0.783601117487656
0.6360060810283579 0.007234411469488833 -0.07871990583407729 0.767624290590417
0.6469090104542936 0.020020896108025155 -0.07690721130675937 0.7584148687650836
0.658137627167433 0.037211087555809985 -0.07885168898722972 0.7478320232286009
0.6725134568549733 0.05090354721407647 -0.07930767949077128 0.7340604612309709
0.6865131698361975 0.05748673646153024 -0.07206946427135824 0.7212496194935825
0.695960032035632 0.06334412929153871 -0.05421466789539037 0.7132236957364491
0.7058371448392278 0.06468223308805376 -0.03574797435091642 0.7045084774391727
0.716292563964234 0.0643535228449717 -0.017102514750447717 0.6946158914520649
0.7207977268066867 0.0611608784507196 0.007000203555632745 0.6904065005233097
0.7107798354304342 0.06412168987295314 0.02857015625964726 0.6999030667201078
0.6883976459802903 0.07328032698972325 0.05220603951745795 0.7197313718134559
0.6882257358925998 0.0854794352910303 0.07576346661058103 0.7164486115081218
0.6899950405371856 0.09423238823529284 0.10045131387273787 0.7105890206429046
0.7003939063567624 0.10851832483803425 0.12659553943820723 0.6940069702627812
0.7064392467605672 0.11520870980895603 0.1380521968078685 0.6845525244038146
