x y z w
0.6943382245902348 0.03566619452297076 1.1102230246251565e-16 0.7187645792742733
0.6909356631002772 0.0371473529059092 0.004403532553226341 0.7219477920749623
0.6894003213608604 0.04786097388651567 0.010842544371260643 0.7227164395909547
0.6825589926740823 0.06063621820028292 0.015737827606607968 0.7281406721865147
0.6732170114162669 0.07314901628896092 0.025800456350554002 0.7353655177631537
0.6584631260941471 0.08350859077681883 0.042605371667820524 0.746751326617717
0.637944970877969 0.0933699578047239 0.060179917857578036 0.7620280007709734
0.6186095408619405 0.10229652059441838 0.08318840642557129 0.774556255597386
0.6051382400144615 0.11111018039685064 0.1108941895853704 0.7804901256823163
0.592761926280713 0.11433009128633903 0.14370603328882475 0.7841623961047083
0.5752102941206694 0.11880454458731135 0.1817818234947411 0.7886532436540326
0.5568865199391261 0.12538692692264203 0.21818657844162725 0.7915492752673263
0.5409077364932988 0.13292540554079782 0.25057194396945076 0.7918101941309006
0.5319628262377902 0.14149672757092474 0.26978560598692036 0.7900696428660378
0.5245718612102316 0.14945758132019732 0.2789557368323786 0.790361019493447
0.5212607883804804 0.1455331368193123 0.2842716853164416 0.7913892652199066
0.524490046814968 0.13628660464243358 0.28062443031574535 0.7922034550329471
0.5341782157594287 0.11969342352319337 0.2655158668478725 0.793617448358717
0.5450197883726677 0.09212444149739707 0.23762934561432925 0.7987482670324919
0.5471537917603574 0.06115478838842048 0.2066535471715975 0.8088122718257931
0.5507697220544943 0.028068804438415695 0.17653540654738775 0.8152914652456791
0.5520435083164762 -0.008186021584094316 0.14248613843105196 0.8215100931661135
0.547460366920856 -0.037048573477041935 0.1018949292720665 0.8297783730691042
0.5469936132182234 -0.0657882276266808 0.05836200083006049 0.8325045544921638
0.539839886956021 -0.09247041251308932 0.01804548217545865 0.8364787235392814
0.5321166518356496 -0.11688160067521955 -0.020819984556747606 0.8383061158008863
0.5239238652086817 -0.1328761879510632 -0.050907452916547025 0.839795255316766
0.5187737015433584 -0.13484052598926338 -0.06862660516408031 0.8414168298610902
0.5304249155764564 -0.12452745302935689 -0.0680133265760346 0.8357730457770309
0.5529954950588383 -0.1052420374877707 -0.05428567256222899 0.824726227886422
0.5727432759300934 -0.0834776447287629 -0.033347594388549895 0.8147912331814997
0.5867376972701361 -0.061146664061642764 -0.010110119983538446 0.8074019404984849
0.599939628212785 -0.03785981433745311 0.015345603011289455 0.7990017416280731
0.6152215932487292 -0.01583062176372818 0.037626312938736195 0.7872967998264904
0.6377254706891791 0.0026903030082569 0.05751440548036296 0.7681087639384476
0.6587830542729155 0.016820936671468667 0.07381001927060898 0.7485146733037454
0.6817367541686512 0.028655507647176837 0.08818741497887578 0.7256974845642792
0.6996319760683697 0.04185969942765655 0.09925609083042036 0.7063364286887193
0.7175529848951508 0.054043733920857706 0.10382602769879068 0.6865983059813916
0.7298076951461832 0.07826910211854293 0.10668818213302772 0.6707252996187676
0.7329048694467423 0.09915724201876919 0.10689670724874917 0.6645234601237956
